title;artist;is_hot
One Of These Days;Mike Bloomfield;False
Con La Misma Tijera;Los Originales De San Juan;False
Freak;Stephen Pearcy;False
Tirador (Carlos Jean Remix);Hevia;False
Rock Island Blues;Furry Lewis;False
Ocean Size (Alum Version);Goldfinger;False
No Ordinary Love (Remastered LP Version);Deftones;False
Des voiliers (Sur un po\xc3\xa8me de Claude Nougaro);Richard Galliano;False
Wait And Bleed [Demo];Slipknot;False
"Messiaen : Et exspecto resurrectionem mortuorum : IV ""Ils ressusciteront_ glorieux_ avec un nom nouveau";Pierre Boulez;False
The Last Thing I Need;Big Mike Griffin;False
Bury Me;Ashes to Ashes;False
Evigne;Doet Gnahor\xc3\xa9;False
I Rememer/Great Is Thy Faithfulness;Kathy Troccoli with Aaron Jeoffrey;False
Head Gone/Wine Up Uh Self (Alum Version);Elephant Man;False
Getting Closer;Cocoa Tea;False
Tough Guy;Open Hand;False
Healing;Blessid Union Of Souls;False
Bule Music;"""CamRon""";False
Flesh And Blood;Mary Black;False
Total Vision;David Tao;False
Good Friend;James Horner;False
Lo Siento En Mi Coraz\xc3\x3n;Luis Alerto Spinetta;False
Yellow Brown;Jesus Jones;False
Buckle Down (2002 Digital Remaster);Red Hot Chili Peppers;False
( Gone With the Wind) Bonnies Fatal Pony Ride;Max Steiner;False
Numer One Girl;Glen Washington;False
Filosofia Pura;Gal Costa / Maria Beth\xc3\xa2nia;False
"""My Ship Is Comin In""";Walter Jackson;False
Fractured Quantum;Ace Frehley;False
De Do Do Do_ De Da Da Da;The Police;False
Free Love;Long Beach Du Allstars;False
Pastel;Richard Smith;False
Qu Ni De Hun Li;Candy Lo;False
Smoke In The Air (A Cappella);C.L. Smooth;False
Red Sails In The Sunset;Arthur Tracy;False
IRM;Charlotte Gainsourg;False
Kapitel 4;Oliver Kalkofe;False
20.000 Seconds;"""Ks Choice""";False
Look Thru My Eyes;DMX;False
"""(The Best Part Of) Breakin Up""";The Ronettes;False
Cedar and Clay (World);R. Carlos Nakai;False
Kathe Mera Kathe Nihta (2005 Digital Remaster);Dakis;False
\xc3\x88ay! Que Pena;Los Chunguitos;False
In Di Car Back (Alum Version);Mavado;False
Sugar Coated Sour;The Dillinger Escape Plan;False
"""Lets Start All Over""";The Cate Brothers;False
Harald: Trinkhalleluja;B\xc3\xclent Ceylan;False
Il Y A Une Question (Live);Cali;False
Cannial (Dance Mix);Reel Big Fish;False
Ferrous Caronate Mass;Kali;False
"""Spiders Nest Blues""";Memphis Jug Band;False
I Will Hear (Psalm 85);John Michael Talot;False
Hoes & Discos;Non Stop DJs;False
Harmony;Jesse Malin;False
Funky Medley;Jeff Scott Soto;False
"""Its Surprising What the Lord Can Do""";The Del McCoury Band;False
Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection];Frank Sinatra;False
Hotel;Cassidy featuring R. Kelly;False
Tour De France \xc3\x89tape 3 (2009 Digital Remaster);Kraftwerk;False
Mein Herz kann man nicht kaufen;Gall_ France;False
Angel In Hell;Doug MacLeod;False
If This Is The End;Jeff Scott Soto;False
Climax ft St. Cyr;K.A.L.I.;False
Beginning Of The End;Cockney Rejects;False
Skinny Woman (Gravel Road Woman);David Evans;False
Tonight;Swami;False
Jean Dominique Intro;Wyclef Jean;False
Latin Flute;Deodato;False
Shameful (LP Version);Atreyu;False
Nite Life (Sound Factory Version);Kim English;False
These Old Eyes Have Seen It All;George Jones;False
"The Killing Of Dumledore (""Harry Potter & The Half-Blood Prince"")";Nicholas Hooper;False
My Old Man Boogie;"""The Reverend Peytons Big Damn Band""";False
All Purpose Experiment;Controlled Dissonance;False
Music For The Head;Porcupine Tree;False
None Missing;Birdapres;False
Tryal;Stargarden;False
Night Time Blues;Ma Rainey;False
Time / Confusion;Arthur Brown;False
Fuck You;Mister Ries;False
Dirty Harry (Single Edit);Gorillaz;False
A Soldiers Intro;(hed) p.e.;False
Sadness;Mavado;False
Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix);Basement Jaxx;False
Slow Hand (LP Version);Conway Twitty;False
Corazon Clandestino;Fito Paez;False
Tristeza (Brazilian Blues);Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin;False
With a Little Du From My Friends (feat. Luciano and U Roy);Easy Star All-Stars;False
Molly Darling;Eddy Arnold;False
Sicilienne (y Francis Poulenc);Laura Leon;False
Sweet Remedy;Jennifer Brown;False
"""Im Mad""";EPMD;False
Thrones And Dominions (Alum);Earth;False
De elles;Th\xc3\xa9ophil;False
When Me A Move;Capleton;False
4 Minutes [Featuring Justin Timerlake and Timaland] [Bo Sinclar Space Funk Remix];Madonna;False
"Medley : ""Traces"" (Live)";Jean-Jacques Goldman;False
"""I Love The Life Im Living""";Slim Harpo;False
Fruity Woman;Doc Pomus;False
Times Like These [Live From Red Rocks];Jack Johnson;False
Stone a Pig;Bongzilla;False
Skiff For The Suits;Arsonists Get All The Girls;False
House Of Sin;Leeroy Stagger;False
Rude!/Drum Solo;Humle Pie;False
Reuli\xc3\xa7o;Gariel Grossi;False
On The Road Again;The Sonics;False
It Must Be Me;X (Australia);False
City Headache;Scott Matthews;False
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XXII;Solomon;False
"""Aint Gonna Do That No More""";Blind Blake;False
78 Stimulator;Stimulator;False
Mi Lindo Amor;Jay P\xc3\xa9rez;False
Narrative #2;Michael Bloomfield;False
"""I Cant Be Your Man""";Porter Wagoner;False
Playing James Mason;Mel Blanc;False
Sag es sag es feat. Neo;Samy Deluxe;False
"""Money Didnt Change Me""";Three 6 Mafia;False
Mon dieu;Jos\xc3\xa9lito;False
Virtuous Woman;Warrior King;False
Happy Safari;Bert Kaempfert;False
Lado A Lado (Boma Carnaval Mix);Fulanito;False
Rock Me;Santana;False
Separate Ways;Agnostic Front;False
"""Ballin (Radio)""";Big Rich;False
Hua Yu Ai Li Si;Miriam Yeung;False
Cherry;UFO;False
Dead End Street;Foghat;False
En La Tierra Caliente;Tam Tam Go!;False
"""Everyodys Gonna Be Happy""";Queens Of The Stone Age;False
"""Im Just Raw (prod Dan the Automator) Main""";Lyrics Born;False
valid;Riamiwo;False
Got You Moving;DJ DLG feat. MC Flipside;False
Threadare Gypsy Soul;Pat Green;False
Bluesanova;Daddy Dog;False
All Things Must Pass (2009 Digital Remaster);George Harrison;False
Lil Brother (LP Version);King Curtis;False
Manh\xc3\xa3 de Carnaval (Morning of the Carnaval) (Cantando As M\xc3\xasicas do Film Orfeo do Carnaval);Jo\xc3\xa3o Gilerto;False
Stuff Like That;James Last;False
Are You The One?;The Presets;False
Two Lights [Bonus Track];Joe Lynn Turner;False
Peace And Quiet Time;Gonzalo Rualcaa;False
Porcelaine;Benaar;False
Irreplaceale;Toy Love;False
"""Two Ruffles & Flourishes / Generals March""";US Coast Guard Band;False
Funny;Streetwize;False
She Runs;Jimmy Wayne;False
Cheer;Descendents;False
"""Wear Your Love Like Heaven / Workin On A Groovy Thing (Medley) (1997 Digital Remaster)""";David Rose;False
Don Carlo (2000 Digital Remaster): Tu che le vanit\xc3\xa0 (Elisaetta);Montserrat Caall\xc3\xa9/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini;False
All Dressed Up;Aram Shelton;False
Where To Hide?;Monomonkey;False
Viimeiset hitaat;Kaija Koo;False
Javalon;Constance Demy;False
Le R\xc3\xa9cit De Cassard;Maurice Larcange;False
"""Marines hymn""";"""The Sun Harors Chorus-Documentary Recordings""";False
Junk;Photek;False
Heaven And Hell (Part II);Vangelis;False
1 - 800 - Quiereme - Remix;Luisito Rosario;False
Dancing The Night Away;The Motors;False
Auf die Fresse_ fertig_ los;\xc3\x84I-TIEM;False
Apostasie;Konexion;False
Programmed to Consume;Aysmal Dawn;False
The Things You Do;Slum Village;False
When Horsepower Meant What It Said;Sandi Thom;False
Let Me In;The Faulous Thunderirds;False
El Tirauz\xc3\x3n;Tito Rodriguez;False
Body;Dj Kali;False
At the Clu;DJ X-Change featuring DJ Omega;False
He Took A Ca To Neptune;Art Ensemle Of Chicago;False
Call Me Lightning;"""Flamin Groovies""";False
The Whole World Looking At Me (Explicit LP Version);Busta Rhymes;False
Michael A Grammar;Broadcast;False
Winds of Change;The Insects;False
Walk In The Light;The American Boychoir;False
Beyond The Reef;The King Sisters;False
Primordial Breath;Eluveitie;False
Then Came You;Boogie Pimps;False
The Arctic Ocean (Alum Version);Sinch;False
Steel Guitar Rag;Alvino Rey And His Orchestra;False
6 A.M. Funk;Disco D;False
Green Mind;Dinosaur Jr;False
New D.B.A. Blues;Josh White;False
Scream On Em;The Game;False
Walking Miracle;Vanessa Bell Armstrong;False
"""Im Alive (BT & Sasha Mix)""";Seal;False
Now Is A Needy Time;David Evans;False
Les Psys;Les Malpolis;False
Je me sens ien pasta fagioli;Chatelaine;False
"""Dieters Theme""";Klaus Badelt;False
Thrill Pistol;Tigertailz;False
Peaches (Fear of Theydon remix);Du Pistols feat. Rodney P & Terry Hall;False
La Pieuvre;Lara;False
"""Freezin From The Inside Out""";John Seastian;False
Maga Dog/ Skanky Dog (Alum);Peter Tosh & Winston Scotland;False
Escape From The Underrealm;Tilman Sillescu;False
Bleeds In Blue (Alum Version);Home Town Hero;False
Mi Coraz\xc3\x3n Y Mi Mente;Boy Pulido;False
"""Ive Been Working on the Railroad""";Laurie Berkner;False
Amazing;George Michael;False
Peanuts;Little Joe & The Thrillers;False
"""Gaffos Ball""";Sharon Shannon;False
I Can Dig It;The Box Tops;False
Boy & Girl (Feat. Fiona Daniel);Serpentine;False
You Make Our Shack A Mansion;Grandpa Jones;False
Concede;Sister Hazel;False
Slatke male maloletnice;Beogradski Sindikat;False
Djungelstadt;Sonic Sujunkies;False
"""Dont Treat Me Bad""";Firehouse;False
Southern Jukeox Music (Live) (2001 Digital Remaster);Penguin Caf\xc3\xa9 Orchestra;False
When I Left Home;Champion Jack Dupree;False
Fall in Philadelphia;Hall & Oates;False
Hala_ Tuma And Timal;Airto Moreira;False
"""Ive Been Trying""";Archie Bell and The Drells;False
Juana Democracia / Calipso Del Tlc;Los Nakos;False
Tainted Love feat. Tatz;NG3;False
Curse Of Sound (Du Mix);Vuneny;False
Ida Red;Bo Willis;False
Midnight Lovers;Wyclef Jean;False
Constructing the Asence;Su Swara;False
Giant Steps;Gonzalo Rualcaa;False
Serenata de un gaitero;Gran Coquivacoa_ Neguito Borjas;False
"""The Kids Last Night (heaven is in the mountain)""";Aner Burnette;False
Praz Him (Broken Alum Version);Darwin Hos;False
The Song Remains The Same (2007 Remastered Alum Version);Led Zeppelin;False
Everything In Its Right Place;Radiohead;False
Shoot The Dog;George Michael;False
Confiar Es Perder;Los Jaig\xc3\xcey;False
"""Ill Be Home When I Can""";Charlie Louvin;False
Eat Or Get Ate;Tum Tum;False
The Aa Daa Honeymoon;Kitty Kallen;False
Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae;Vienna Concert House Orchestra_ Wiener S\xc3\xa4ngerknaen_ Ferdinand Grossmann;False
Better Life;3 Doors Down;False
House Full Of Bullets;Joe Satriani;False
"Of Love & War (""Harry Potter & The Half-Blood Prince"")";Nicholas Hooper;False
These Foolish Things;Fixx_ The;False
Peppermint Patty (LP Version);Vince Guaraldi;False
Everything Man (Alum Version);Tali Kweli;False
Never Gonna Give You Up;Musical Youth;False
Percussio Livre;Grupo Batuque;False
Unwanted;Avril Lavigne;False
Blue Orchid;The White Stripes;False
Elizaeth Story_ et al._ Honeyae_ Your Papa Cares For You;Elizaeth Cotten;False
Eduardo;Sapo;False
"""Why Cant This Be Love (Remastered Version)""";Van Halen;False
Campane;Livio Minafra;False
Josy;Nicolas Bacchus;False
Ethiopian Anthem;Ras Michael and the Sons of Negus;False
Second Hand Rose;Roy Drusky;False
Pray The I Miss;Hinge;False
Could This Be Love;Leroy Hutson;False
When They Ring The Bells Of Heaven;The Perrys;False
Ayudame Freud;Ricardo Arjona;False
Einleitung;Kurt Tepperwein;False
Because Of You (Alum Version);Unwritten Law;False
Les Reves D\xc2\x4enfants;Monty;False
"""Im Against It/Horse Feathers""";The Marx Brothers;False
B\xc3\xa9k\xc3\xa1si t\xc3\xa1ncdallamok;Muzsikas;False
Falling Down [Live Acoustic];Muse;False
Will You Be There? (Live Version);Cindy Morgan;False
I Know You Got Soul;Eric B. & Rakim;False
La danse des petits amis;Oui Oui;False
Boogaloo Wow;Mongo Santamaria;False
Army Of Me (Alum Version);Chimaira;False
Control It (Alum Version);Static-X;False
Loud Up!!;The Mad Capsule Markets;False
Everyody;Goose;False
Fishing Blues;Jim Kweskin_ The Jug Band;False
Be Elevator;Virus;False
A Guy What Takes His Time En Anglais;Marlene Dietrich;False
New Kind Of Mamo;Big Mayelle;False
Amor De Lejos;Lara & Reyes;False
She Hui Ge (Movie 2nd Song - Love Undercover 3);Fiona Sit;False
Aulis Gerlander;Jope Ruonansuu;False
Is It Clean (Ethereal - Progressive);The Gone Jackals;False
So Still (Alum Version);Danny Wright;False
I Talk To The Trees;Danny Williams;False
Yksin\xc3\xa4isin;Solistiyhtye Suomi;False
This is How It Goes (Timmy Trumpet Remix);Goldfish;False
Nana;Marilyn Horne;False
Mallorca_ Op.202 - transcr. Marc Switzer;Pepe Romero;False
El Perro;Juana Molina;False
It Is No Secret (What God Can Do);Tammy Wynette;False
Never My Love;Kathy Troccoli;False
Your Love;Mikey Dread;False
As Mist Lay Silent Beneath;Keep Of Kalessin;False
Henrys Death;BT;False
Ducktails - Moon;The Advantage;False
Act One: Rise and Fall - From the Ashes (I. Chapter One / II. Chapter Two);Orenda;False
Bata 6/8;Tito Puent\xc3\xa9;False
Give It All You Got;DJ Primo;False
The Way Love Is;Captain Hollywood Project;False
Eres Tu;Mongo Santamaria;False
Kumal & Sangha;Nick Ingman;False
Back On My New S*** (feat. Tre Williams);Styles P;False
Shy Boy (1999 Digital Remaster);Tomorrow;False
Al maestro;El Barrio;False
Caaret;Mademoiselle Sane;False
"""All Thats Left""";Thrice;False
The Sun is here for you;Jane Winther;False
Venti scudi;Juan Diego Fl\xc3\x3rez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren;False
Golden Touch (LP Version);Shinehead;False
The Song Is You;Percy Faith;False
Spent;"""Darwins Waiting Room""";False
"""Its All Understood""";Jack Johnson;False
The Ball;Harry Gregson-Williams;False
Idnnitkhtr;TAKARU;False
I Heard It Throught The Grapevine;Creedence Clearwater Revived;False
Blues Again;Rory Block;False
"""Nayez crainte mesdames""";Fred Merpol;False
I Am Fred Astaire (Alum Version);Taking Back Sunday;False
Beautiful;Christina Aguilera;False
What Woman Really Wear To Bed;Steve Harvey;False
Tredve\xc3\xa5rsfurua P\xc3\xa5 Ask\xc3\x8y;Black Death;False
Memphis Jug;Memphis Jug Band;False
Reminisce For A While (Sung With Raul Malo);Neil Diamond;False
Gail Wakes Up;Michael Whalen;False
We All Need Love;Irma Thomas;False
Aftertaste;X-tv;False
Honey;Mariah Carey Featuring Da Brat & JD;False
The Preacher & the Funeral;LaWanda Page;False
Stand (Alum Version);Kiss;False
I Could Use Another You (Digital Re-Recording);Eddy Raven;False
Slave Song;Sade;False
Junko partner;Mike Bloomfield;False
Crave and Wonder;Arc Angels;False
Merry Christmas Bay;The Continentals;False
Hot Girls;Kiprich;False
"""Cant Stop Cocoa Tea""";Cocoa Tea;False
Mark Practices;Rolfe Kent;False
"""Mighty Lak a Rose""";Marilyn Horne;False
U Not Like Me;50 Cent;False
The Windmills Of Your Mind;Toots Thielemans;False
"""Its All In My Mind""";Teenage Fanclu;False
14 Botellas;2 Minutos;False
Cold Youth;Cut Copy;False
What Are You Fighting For;Gyptian;False
Sun Shower - Cadence Weapon Remix (Cd);Busdriver;False
Heft*;Fastway;False
Why Did You All Lie to Me?;Dario Marianelli;False
"""LHomme au trap\xc3\xa8ze volant""";Alain Turan;False
Some Guys Have All The Luck;Roert Palmer;False
Bald Head;Professor Longhair;False
Move On;Paul Stanley;False
Bi Thus A Mo Shuile (LP Version);Maire Brennan;False
Centop\xc3\xa9ia;H\xc3\xa9lio Ziskind;False
Dixi\xc3\xa8me Commandement;Papa Wema;False
It\x19s Raining;Alternative TV;False
1969;Iggy And The Stooges;False
Tuscan Chica;Soul Ballet;False
Transamazonia (Deep Dish No Doze Mix);Shamen;False
Unreak My Heart;"""Alexander ONeal""";False
Evergreen;Ruyhorse;False
Reel Music;Wyclef Jean featuring Prodigy of Mo Deep;False
Italian Concerto in F_ BWV 971 - Allegro;Camerata Brasil;False
God Bird Change;Al DiMeola;False
Wailing Sounds;Jimmy Page;False
"""Steppin Out Tonight""";The Jets;False
The Battle Of New Orleans;Johnny Horton;False
You Should Be Free;Bruce Rowland;False
"""57 Chevrolet""";Billie Jo Spears;False
Million Teardrops;Jimmy Cliff;False
You Lasses and Lads;The Baltimore Consort;False
You Left Me;The Maine;False
Akhm Nakon;Saman;False
2HB (1999 Digital Remaster);Bryan Ferry;False
"""Dont Cha Know""";Jimmie Vaughan;False
"""Happy Valentines""";Toy Love;False
Keep It Going Louder (Tom Stephan Harder Mix);Major Lazer;False
Feruary Song [Live];Josh Groan;False
Speed Of Sound (Emergency Broadcast Alum Version);White Heart;False
Take Her Out;Alice In Chains;False
Lover In Demand;Delert McClinton;False
Fen Shou Zong Yao Zai Yu Tian;Jacky Cheung;False
Sunshower;Dave Valentin;False
"""Breakin""";Milk Inc.;False
Restcure;Marygold;False
The Friendly Visit / The Stack of Wheat / The Gypsy Hornpipe;Joe Derrane_ Frankie Gavin_ Brian McGrath;False
Bailando;Casual;False
Samaritanas Del Amor;Jose Luis Perales;False
Midnight  (LP Version);Axe;False
Good Enough;Evanescence;False
Adios Pampa Mia;Los Iracundos;False
Hornpipes: The First of May / the New Century;Dale Russ / Finn MacGinty;False
Sahnu hul ke Maha;Naseeo Lal;False
Shadow After Dark;Ana Popovic;False
Stop Breaking Down (1994 Digital Remaster);The Rolling Stones;False
Orgullo;Los Cisnes;False
Cellular Phone;Bounty Killer;False
I Never Shall Forget That Day (Reunion Alum Version);Bill & Gloria Gaither;False
Xtra Thump (Featuring Tash from Tha Alkaholiks);Defari;False
Fauch\xc3\xa9;Les Hou-Lops;False
Limo Rock;Dora The Explorer;False
You Gave Me A Mountain;The Jordanaires;False
"""Is It The Skin Im In?""";Lyrics Born;False
That you fool ed me;Wilks;False
Requiem Blaster;Pumpkin Buzzard;False
Pr\xc3\xa9liminaires_ par Philippe Pag\xc3\xa8s (feat. Philippe Pag\xc3\xa8s);Nicolas Bacchus;False
"""Aint That Loving You Bay""";John Hammond;False
Crustaceans As Castanets;Pagan Wanderer Lu;False
The Man From U.N.C.L.E.;The London Theatre Orchestra;False
Josephine (French Edit);Chris Rea;False
Prolems;Mikey Dread;False
Playstation Generation;Smut Peddlers;False
"""Whats Gonna Happen On the 8th Day""";"""Screamin Jay Hawkins""";False
Sample Track 17;Simon Harris;False
Only Love;Daryl Hall & John Oates;False
"""Romeos Exile""";"""Liam OFlynn""";False
Lake Charles Two-Step;The California Cajun Orchestra;False
Aur\xc3\xa8le et C\xc3\xa9line;Georges Delerue;False
Well Oh Well;Tiny Bradshaw;False
Times Up;DJ Spinn;False
Assassin;Floor;False
"""Im Going All The Way (Alum)""";Ann Nesy;False
The Christmas Song;David Banner / Sky / Marcus;False
Big Boss Man;John Hammond;False
"""(I Used To Couldnt Dance) Tight Pants""";Eagles Of Death Metal;False
Machinenfunk;1. Futurologischer Congress;False
Too Late;Peter Hunningale;False
Korea (LP Version);Deftones;False
Thats What I Like Aout a Country Song;Aaron Watson;False
Kenourgios Erotas;POLINA;False
Slow Ride [Live Version];Foghat;False
Osession;Rainforest Trio;False
The World Turned Upside Down;Coldplay;False
I Will Be Free (LP Version);Cindy Morgan;False
The Fourth Wish;Bruno Sanfilippo;False
"""Everyones At It""";Lily Allen;False
Min Tou Milate Tou Pediou;Antonis Remos;False
National Fenciles March;Henry Mancini;False
M\xc3\xa4dchen mit Plan;2raumwohnung;False
"""Goin To Hell On A Sled""";John D. Loudermilk;False
I Want To Live (Smash Clu Mix);Deepface;False
Soy De Oaxaca;Los Originales De San Juan;False
Everyone (LP Version);Socialurn;False
Thug Love;X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty;False
Start Moving;Sal Mineo;False
Check 1_2;EPMD;False
Mean Old World Blues;T-Bone Walker;False
Ville Eyolf;Black Death;False
Show a Sign of Life;High Strung_ The;False
My Pillow;Roger Miller;False
Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster);Boy Hutcherson;False
Macht hoch die T\xc3\xcr;Thomas Battenstein;False
C Day (Maxi Clu Version);"""Confettis""";False
Mark My Words (Alum Version);Hatereed;False
Life;Vinylase;False
Grace And Mercy Part II;Dorothy Norwood;False
Itchycoo Park;Small Faces;False
Times Square;T Lavitz;False
Ain`t got nothing ( feat. David Banner & Eddy Soulo );Samy Deluxe;False
Rock The House (Radio Edit);Gorillaz;False
Light;Dann Huff;False
Fall River Legend: Conversation: Morton Gould/Agnes de Mille;Morton Gould;False
Old Man Rocking Chair;John Williams;False
Bonnie Mae;Solas;False
Bystander (Alum Version);unloco;False
Need To Belong To Someone;The Impressions;False
"""I Cant Stand It""";Sam Baker;False
One Little Bay;The Wilurns;False
Destiny Ft: Lesk One;"""Ol Dirty Bastard""";False
"""Its Not What You Say""";Louie Ramirez;False
Way Beyond;32 Leaves;False
You Still Believe in Me;Rockaye Bay!;False
24 Hours from Tulsa (Bonus Track);Claire Hamill;False
Yhteinen koti;Irwin Goodman;False
"""Dont Knock Love""";Barara Carr;False
Aljarafe;Lole y Manuel;False
Oprah (Alum Version);Kathleen Madigan;False
La Fluta Magica;Fajardo;False
"""It Aint The Meat Its The Motion""";Maria Muldaur;False
"""Lantillais Donne""";Francky Vincent;False
Etre Le Premier;Jean-Jacques Goldman;False
Road-Age at the Farmers Market;Population Reduction;False
Dayz Of Our Livez;Agency 1.9.9.4;False
"""Hymne A LAmour""";Marcel Azzola;False
Inner Chamer;Aeoliah;False
Queen Street Rag (144826);Birmingham Juilee Singers;False
I Constantly Thank God For Estean (Alum Version);Panic! At The Disco;False
Con Alma;The Fureys;False
Estudio;Eduardo Fernandez;False
Song Of The Valley;John Cale;False
Blueerry Hill;Gene Autry;False
I Walked Today Where Jesus Walked;Bill & Gloria Gaither;False
Please Belive It;"""Mr. De""";False
"""Mass No. 19 in D minor_ Requiem K626: Lacrimosa""";Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamer Choir/Berliner Philharmoniker/Riccardo Muti;False
Spanish Grease;Nestor Torres;False
Ju Ju;Poncho Sanchez;False
Decima Del Tiempo De Antes;Roerto Torres;False
El Joroadito;Los Aut\xc3\xa9nticos Decadentes;False
Distractions;Dictafone;False
Boar Hog Blues;Jazz Gillum;False
Where We Are From;Lexie Mountain Boys;False
Traffic;Truckfighters;False
Five Long Years;Freddie King;False
Mr. Wonderful;Peggy Lee;False
Just One Time;Connie Smith;False
His Love Says (Alum);Mark Lowry;False
Same Game;Leigh Jones;False
Within My Blood;Skeletonwitch;False
Eight (Alum Version);Onesidezero;False
Ocean Drive;Lighthouse Family;False
Rider 4 Real;G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo;False
More Power To Ya;Petra;False
"""Danger! Shes A Stranger""";The Five Stairsteps;False
Headless Heroes (LP Version);Eugene McDaniels;False
Meu Bem Meu Mal (Mi Bien Mi Mal);Gal Costa;False
"""(Coffees For Closers)""";Fall Out Boy;False
"""We Didnt Kill Each Other (But Didnt We Try) [Originally Performed y Dallas Wayne]""";The Meatmen;False
White Girl Who Can Dance;HardNox;False
Why U Mad At Me (Explicit Screwed Version);T.I.;False
"""Youre Not Alone""";Olive;False
Enerv\xc3\xa9;Olivia Ruiz;False
Over And Out [Alum Version];Britny Fox;False
Chuckanut Drive;Power Pill Fist;False
"""Dont Do That""";Pinchers;False
The Legend of Yellow Booie;Year of Desolation;False
Have Thine Own Way;Michael Bloomfield;False
Frankie And Johnny;Gene Autry;False
"Take The ""A"" Train";Les Brown;False
Protect You;Tim Hornsy;False
Woman Shy;Jerry Reed;False
Know Thyself;Atom;False
"""Rockin At Midnight""";Roy Brown;False
Grandma (Screwed & Chopped Version);Mike Jones;False
Fairytale Land;Dora The Explorer;False
The Last Song;"""The FoolS Nose""";False
En mis esos;Caf\xc3\xa9 Quijano;False
Anya;Marvin Hamlisch;False
"""Jolie Blons Gone""";Harry Choates;False
Que Viva El Amor;Flor Silvestre;False
Crawlspace;Beastie Boys;False
Performance (Remastered);Happy Mondays;False
Aho;Meiway;False
Tocame;Gisselle;False
Juno;Zuma;False
Prolems;The Real Kids;False
"""Heart it Races (Yachts I Should Coco Mix)""";Architecture In Helsinki;False
"""Ive Got The World On A String""";Charlie Byrd Trio;False
He Never Changes;4Him;False
Frieda;David Benoit;False
"""Dont You Think Its Time To Go""";The Del McCoury Band;False
Pick Me Up On Your Way Down;Martina McBride;False
"""Ill Be Better""";Cyndi Wang;False
How Can I;Jah Cure;False
Like A Dog;Long Beach Du Allstars;False
As The Terror Dances Your Way;The Capitol Years;False
"""Why Cant You Be Mine""";Jackie Wilson;False
Believe;Danny Wright;False
Butts n Stuff;Josh Mullins;False
Sweetest Maleficia (Alum Version);Cradle Of Filth;False
Conker The King;Roin Beanland/Dweezil Zappa/Nile Rodgers/Rait In The Moon;False
Can You Hear Me;Enrique Iglesias;False
Street Vie;Jason Miles;False
Sailing To The Edge Of The Earth;The Aominale Iron Sloth;False
Easy To Lose Hope;Eleanor McEvoy;False
Jarae De Pico;Palo Montero;False
Saturday Love;"""Alexander ONeal""";False
True;Jim Reeves;False
Where I Stood [Live];Missy Higgins;False
Disposition (feat. Jest);"""Vexd""";False
Juke It Down;DJ Rashad;False
Simon;Jericho;False
"""Love N Gold""";C.C. Adcock;False
Grial II;TYR;False
Army Of One;Cass Fox;False
Over And Over;Heavenly;False
Get A Hold;A Trie Called Quest;False
Todo A Pulm\xc3\x3n;Alejandro Lerner;False
Cosmic Forge (LP Version);Daath;False
From Ivory Towers Aove The Control Grid;Kalias;False
The Question Is (Alum Version);The Winans;False
Lullay For The Summer;Jimi Hendrix;False
Bancate Ese Defecto;Charly Garc\xc3\xada;False
Cool People Make Me Tired;Williamson;False
"""Cest Toujours la M\xc3\xaame Histoire""";Martha Wainwright;False
Flame On;Big Daddy Kane;False
Joaquin Torres Jr.;Los Originales De San Juan;False
Alchemy Index Vol 1 \x13 Water 1 of 6;Thrice;False
Paragon Rag  (LP Version);Joshua Rifkin;False
Let Me Out;Maximilian Hecker;False
Eagle Eye;Bottom Of The Hudson;False
Great Is Thy Faithfulness;Kathy Troccoli;False
"""Ricerca nell isola""";Piero Umiliani;False
Velvet;Fergie;False
Hello;LL Cool J / Amil;False
Ja Soc Aqui;Gato Perez;False
Christina The Astonishing (2010 Digital Remaster);Nick Cave & The Bad Seeds;False
Did Ya Say That;GZA/The Genius;False
Nada De Ti;Eddie Palmieri;False
Vodne stocne;Krystof;False
Everything Good (Everything Good Version);Gaither Vocal Band;False
After One Quarter Of A Revolution;Every Time I Die;False
Streets On Fire;Vivian;False
Sweetest Goodye;Maroon 5;False
Puzzle of Hearts;Sergio Mendes;False
Aunque Ma\xc3\x1ana No Estes;Juan Carlos Baglietto;False
Bill Lynch;Jerry Lewis;False
Watching You;Ayo;False
"""Lets Roll (Take 1)""";J.B.Lenoir;False
Satellite Of Love (Alum Version);Porno For Pyros;False
"""Whats He Doin In My World""";Eddy Arnold;False
For Anything;Vanessa Daou;False
Rock Me Bay;Freddie King;False
Speaker Prolems;Johnny Vicious;False
Freak it all Night;DJ Guy;False
Seven Days Too Long;"""Dexys Midnight Runners""";False
